,asin,cat,rating,reviews,price,vp,fsa_flg,eff_max_str,eff_fast_acting,eff_long_lasting,eff_non_drowsy,eff_kid,count,brand_cat,inch,beni_count,weight_in_ounces,manu2,origin_country,sym_throat,sym_stomach,sym_sneezing,sym_sinus,sym_pain,sym_nose,sym_nausea,sym_nasal,sym_migranie,sym_menstrual,sym_itchy,sym_heart,sym_headache,sym_flu,sym_fever,sym_eyes,sym_digestion,sym_cough,sym_cold,sym_chest,sym_arthritis,sym_allergy,sym_acid,ingre_zinc,ingre_simethicone,ingre_pulsatilla,ingre_phosphorus,ingre_phenylephrine,ingre_perfoliatum,ingre_peppermint,ingre_omeprazole,ingre_naproxen,ingre_menthol,ingre_magnesium,ingre_loratadine,ingre_kali,ingre_ipecacuanha,ingre_ibuprofen,ingre_hydrobromide,ingre_guaifenesin,ingre_gelsemium,ingre_fexofenadine,ingre_famotidine,ingre_eupatorium,ingre_eucalyptus,ingre_esomeprazole,ingre_echinacea,ingre_doxylamine,ingre_diphenhydramine,ingre_dextromethorphan,ingre_chlorpheniramine,ingre_cetirizine,ingre_calcium,ingre_bryonia,ingre_antihistamine,ingre_aluminum,ingre_acetaminophen
2101,B001GAOHJ8,pain,3.5,191,21.98,0.1592356687898089,1,1,0,0,0,0,100.0,tylenol,91.552032,1,7.4,jj,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2102,B008U5QHRW,pain,4.3,1510,7.99,0.5381727158948686,1,0,0,1,0,0,28.0,other,16.468947,3,1.59,others,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2103,B07T26ZHQX,pain,4.8,3481,10.99,0.4367606915377616,1,1,1,0,0,0,150.0,rite aid,,3,,rite,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2104,B001A10G2A,pain,4.7,919,15.99,0.2939337085678549,1,0,0,0,0,0,50.0,advil,115.5,2,3.2,gsk,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2105,B0831NZFK6,pain,4.5,324,6.25,0.72,0,1,0,0,0,0,100.0,other,,2,,others,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2106,B0859YKZP6,pain,4.7,5336,12.25,0.3836734693877551,0,0,1,0,0,0,240.0,a+health,20.25,0,4.0,bionpharma,USA,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107,B08PXJQWH2,pain,4.8,2226,11.99,0.4003336113427856,1,1,0,1,0,0,500.0,other,39.8216,0,11.68,others,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2108,B096CK7VWZ,pain,4.8,5094,21.25,0.22588235294117645,1,0,0,0,0,0,2.0,advil,118.23,0,0.01,gsk,USA,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2109,B005LOO2I6,pain,4.9,10491,6.19,0.7915993537964459,1,0,0,0,0,1,,other,14.79475,0,3.2,prestige,USA,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2110,B085GDF897,pain,4.8,4105,23.49,0.20434227330779056,1,0,1,0,0,0,,advil,35.136,0,5.93,gsk,USA,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2111,B07F2CNJQQ,pain,4.6,139,19.24,0.2390852390852391,0,0,0,0,0,0,,other,,0,,others,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,B01HI7WP28,pain,4.8,2598,19.38,0.2476780185758514,1,1,1,0,0,0,225.0,tylenol,32.7448,0,0.02,jj,USA,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2113,B086S1VRZQ,pain,4.7,5084,13.99,0.33595425303788423,0,1,1,0,0,0,300.0,other,,8,,apnar,,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2114,B0037LKD4M,pain,4.5,1637,6.4,0.703125,1,0,0,0,0,0,30.0,other,,0,1.6,others,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2115,B01HI7WON8,pain,4.8,8380,3.48,1.379310344827586,1,1,1,0,0,0,24.0,tylenol,6.015387,0,1.1,jj,USA,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2116,B0964NVQ59,pain,4.8,699,16.99,0.2825191288993526,1,0,0,1,0,1,60.0,aleve,99.84416399999999,7,3.88,bayer,Mexico,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2117,B07Q41X18H,pain,4.8,3271,13.02,0.3686635944700461,0,0,0,0,0,0,240.0,a+health,27.01125,7,6.08,bionpharma,USA,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2118,B09VTBTK8G,pain,4.7,4178,11.99,0.3919933277731443,0,1,1,0,0,0,300.0,rite aid,33.072,0,8.32,rite,,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2119,B091NJF7VJ,pain,4.7,582,12.95,0.362934362934363,0,1,0,1,0,0,300.0,safrel,20.25,3,13.76,safrel,,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2121,B01M7VGIFW,pain,4.7,2438,7.87,0.5972045743329097,1,0,0,0,0,0,20.0,other,,0,,bayer,USA,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2122,B000063WU6,pain,4.8,4560,11.99,0.4003336113427856,1,1,0,0,0,0,,rite aid,46.35,0,10.86,rite,,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2123,B09C6CMVNY,pain,4.8,12656,29.99,0.16005335111703903,1,0,1,0,0,0,200.0,advil,,4,,gsk,USA,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2124,B07XB3LK2Y,pain,4.7,2794,11.99,0.3919933277731443,0,1,1,0,0,0,,other,,2,,apnar,,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2125,B017P2XGJ2,pain,4.8,3327,4.97,0.96579476861167,1,0,0,0,0,0,24.0,excedrin,9.1875,0,0.01,gsk,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2126,B07VPKFY1R,pain,4.8,6613,16.58,0.28950542822677927,1,0,0,0,0,0,200.0,amazon basic care,26.226172,3,5.93,ama,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2127,B07TBPNXHW,pain,4.7,1980,9.49,0.4952581664910432,1,1,0,0,0,0,80.0,rite aid,,2,,rite,USA,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2128,B096XX72TB,pain,4.8,1292,18.88,0.2542372881355932,1,0,1,0,0,0,300.0,amazon basic care,34.21130999999999,3,6.74,ama,Colombia,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2129,B0BJ7LY354,pain,4.9,882,9.15,0.5355191256830601,1,1,1,0,0,0,500.0,"time-cap labs, inc.",,1,,time,,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,B0014D3MH0,pain,4.8,4560,9.99,0.4804804804804805,1,1,0,0,0,0,100.0,tylenol,15.96,2,0.32,jj,,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2131,B01IAHZ6HQ,pain,4.8,210,12.99,0.3695150115473441,0,0,1,1,0,0,24.0,tylenol,23.023019,1,2.89,jj,,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2132,B006H6KPC4,pain,4.4,602,19.4,0.22680412371134023,0,0,0,0,0,0,100.0,tylenol,48.0,2,1.6,jj,,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2133,B01EINHWEG,pain,4.8,742,18.65,0.257372654155496,1,0,1,0,0,0,160.0,advil,25.92,2,5.86,gsk,,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2134,B0BM56MX5C,pain,4.2,228,5.98,0.7023411371237458,1,0,1,0,0,1,,other,,2,,others,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2135,B0862KD5HB,pain,4.8,1709,24.66,0.194647201946472,1,0,1,0,0,0,2.0,midol,86.23596800000001,0,3.21,bayer,USA,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2136,B0BCMDF897,pain,4.7,465,7.25,0.6482758620689656,1,0,1,1,0,0,50.0,tylenol,,2,,jj,USA,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2138,B010IFLFH8,pain,4.8,3401,13.99,0.34310221586847744,1,0,0,0,0,0,100.0,excedrin,17.0,2,3.84,gsk,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2139,B001KYU0QE,pain,4.7,453,6.99,0.6723891273247496,1,1,0,0,0,0,100.0,rite aid,,1,,rite,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2140,B01BGEW2SQ,pain,4.7,3753,18.15,0.25895316804407714,1,0,0,0,0,0,90.0,tylenol,34.03125,0,5.82,jj,Italy,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2141,B0014D5N54,pain,4.7,279,6.52,0.7208588957055215,1,0,1,0,0,0,100.0,tylenol,9.792000000000002,6,1.45,jj,USA,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2143,B0BWKR3S66,pain,4.7,785,13.97,0.3364352183249821,1,0,0,0,0,0,80.0,motrin,,1,,jj,USA,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2144,B00ANL5678,pain,4.7,3034,3.94,1.1928934010152286,1,0,0,0,0,0,16.0,other,16.325064,0,1.45,prestige,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145,B07KKXTNK1,pain,4.8,2253,19.69,0.24377856780091414,1,0,0,0,0,0,40.0,midol,37.703248,0,5.72,bayer,USA,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2146,B001AS81U2,pain,4.8,2330,4.97,0.96579476861167,0,1,0,0,0,0,24.0,excedrin,50.0,6,1.13,gsk,USA,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147,B01D90GH6I,pain,4.7,352,4.86,0.9670781893004115,1,0,1,1,0,0,24.0,tylenol,7.539791999999999,0,1.6,jj,USA,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2148,B0BPD74HN4,pain,4.9,8074,36.36,0.13476347634763478,0,0,1,0,0,0,,excedrin,,3,,bms,,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2150,B003D7KPJI,pain,4.7,1118,13.04,0.36042944785276076,1,0,1,0,0,0,100.0,tylenol,120.0,0,2.26,jj,USA,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2151,B01EFT7ADQ,pain,4.9,1402,2.08,2.355769230769231,1,0,0,0,0,0,10.0,advil,1.546875,0,3.2,gsk,USA,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2152,B07FZ45Q9Y,pain,4.7,7112,30.9,0.1521035598705502,1,0,0,0,0,0,80.0,advil,44.2323,3,7.37,gsk,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2153,B08X8R2RMZ,pain,4.8,2257,25.49,0.18830914083954492,1,0,0,1,0,0,120.0,aleve,22.557,1,2.89,bayer,Germany,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2154,B087D2TGXL,pain,4.8,2445,11.21,0.42818911685994643,1,0,0,0,0,0,120.0,amazon basic care,17.5512,2,3.21,ama,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2155,B01CRE8VO8,pain,4.9,1801,11.92,0.41107382550335575,1,0,0,0,0,0,100.0,excedrin,17.2,0,4.2,gsk,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2157,B073Q34KKQ,pain,4.9,22781,9.73,0.5035971223021583,1,0,0,0,0,1,,other,,0,3.2,jj,USA,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2158,B010VE4M6M,pain,4.8,1175,9.07,0.5292171995589856,1,0,0,0,0,1,,motrin,,4,,jj,USA,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2159,B000ORUTZ0,pain,4.7,1319,5.47,0.8592321755027423,0,0,1,0,0,0,20.0,advil,10.469,0,0.8,gsk,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2160,B00M0N1CM0,pain,4.8,960,6.49,0.7395993836671803,1,0,0,1,0,0,50.0,motrin,8.184000000000001,2,,jj,USA,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2161,B01CRE8VPM,pain,4.8,557,4.97,0.96579476861167,0,0,1,0,0,0,24.0,excedrin,9.72,2,1.13,gsk,USA,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2163,B00AFDL4Z2,pain,4.8,5200,4.68,1.0256410256410258,1,0,1,0,0,0,24.0,excedrin,8.632008,0,1.44,gsk,USA,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164,B0014D2B1I,pain,4.8,1052,6.99,0.6866952789699571,1,0,0,0,0,1,,tylenol,18.62,0,6.4,jj,USA,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2165,B0014CX0PK,pain,4.8,613,8.86,0.5417607223476298,1,0,0,0,0,1,,advil,21.318,4,4.8,gsk,,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166,B08WD8Z9B1,pain,4.8,1022,6.37,0.7535321821036106,1,0,1,0,0,0,24.0,midol,10.963368,0,1.13,bayer,USA,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2167,B08R5969JR,pain,4.7,759,6.04,0.7781456953642384,1,0,0,0,0,0,20.0,motrin,,0,,jj,USA,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170,B07796WXL9,pain,4.8,6094,5.49,0.8743169398907104,1,0,0,0,0,1,24.0,amazon basic care,11.52,3,1.13,perrigo,USA,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2171,B0044R1GQ2,pain,4.6,171,10.84,0.4243542435424354,1,0,0,0,0,0,24.0,midol,9.114516,3,1.12,bayer,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2173,B0964NYMG4,pain,4.7,240,20.51,0.22915650901999024,0,0,0,0,0,0,175.0,aleve,17.8125,0,3.14,bayer,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2174,B00MNSHF00,pain,4.8,1189,7.25,0.6620689655172414,1,0,0,0,0,1,,motrin,,7,,jj,,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2175,B07TDRKH2J,pain,4.8,1018,5.79,0.8290155440414507,1,0,0,0,0,1,24.0,rite aid,,0,,rite,USA,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2177,B0795TSGXP,pain,4.7,115,8.99,0.5228031145717464,0,0,1,0,0,0,100.0,advil,,2,,gsk,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2178,B0BWKR2VGL,pain,4.6,160,5.97,0.7705192629815745,1,0,1,0,0,0,20.0,motrin,,1,,jj,USA,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2180,B0862QTYDC,pain,4.6,5325,14.97,0.30728122912491646,1,1,0,0,0,0,,other,98.896875,2,23.52,pg,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2183,B01BHMPG62,pain,4.8,256,20.73,0.23154848046309695,0,0,0,0,0,0,90.0,tylenol,34.03125,2,5.8,jj,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2184,B00B4PB0RC,pain,4.9,9677,6.5,0.7538461538461539,1,0,0,0,0,1,,motrin,19.2035,0,4.0,jj,,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,B08KYQM3CZ,pain,4.6,951,12.21,0.3767403767403767,0,0,1,0,0,0,180.0,a+health,16.0,0,4.0,bionpharma,USA,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2186,B0157A410W,pain,4.4,760,11.49,0.38294168842471715,0,1,1,0,0,0,30.0,other,,1,,others,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
