,asin,cat,rating,reviews,price,vp,fsa_flg,eff_max_str,eff_fast_acting,eff_long_lasting,eff_non_drowsy,eff_kid,count,brand_cat,inch,beni_count,weight_in_ounces,manu2,origin_country,sym_throat,sym_stomach,sym_sneezing,sym_sinus,sym_pain,sym_nose,sym_nausea,sym_nasal,sym_migranie,sym_menstrual,sym_itchy,sym_heart,sym_headache,sym_flu,sym_fever,sym_eyes,sym_digestion,sym_cough,sym_cold,sym_chest,sym_arthritis,sym_allergy,sym_acid,ingre_zinc,ingre_simethicone,ingre_pulsatilla,ingre_phosphorus,ingre_phenylephrine,ingre_perfoliatum,ingre_peppermint,ingre_omeprazole,ingre_naproxen,ingre_menthol,ingre_magnesium,ingre_loratadine,ingre_kali,ingre_ipecacuanha,ingre_ibuprofen,ingre_hydrobromide,ingre_guaifenesin,ingre_gelsemium,ingre_fexofenadine,ingre_famotidine,ingre_eupatorium,ingre_eucalyptus,ingre_esomeprazole,ingre_echinacea,ingre_doxylamine,ingre_diphenhydramine,ingre_dextromethorphan,ingre_chlorpheniramine,ingre_cetirizine,ingre_calcium,ingre_bryonia,ingre_antihistamine,ingre_aluminum,ingre_acetaminophen
537,B07V5QWZJQ,cold,4.5,318,19.7,0.2284263959390863,0,0,0,0,1,0,120.0,boiron,14.28,2,0.63,boiron,France,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,B00GYMSO7E,cold,4.6,150,18.96,0.24261603375527424,0,0,0,0,0,0,20.0,xl-3,,0,,selder,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,B00J81J0GC,cold,4.6,443,24.99,0.1840736294517807,0,0,0,0,0,0,,other,,0,4.8,others,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,B00CF4471M,cold,4.4,350,12.95,0.3397683397683398,0,0,0,0,0,0,,other,5.903999999999999,0,2.9,others,Brazil,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,B0CGMNY2RK,cold,4.0,218,15.99,0.2501563477173233,0,0,0,0,0,0,,other,,0,,others,,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,B004EBQAC8,cold,4.7,153,19.15,0.24543080939947784,0,0,0,0,0,0,40.0,mucinex,,1,,rb,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,B07DRSJ3C5,cold,4.7,632,17.98,0.2614015572858732,0,1,0,1,0,0,42.0,other,43.75,2,2.56,aurohealth,India,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
558,B0BMM1NS5R,cold,4.6,160,39.99,0.11502875718929731,0,0,0,1,0,0,300.0,other,39.0625,0,8.78,others,,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,B00W2MQ39Q,cold,4.7,314,26.95,0.1743970315398887,0,0,0,0,0,0,,other,,0,,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,B07QSBY91J,cold,4.5,455,14.98,0.30040053404539385,1,0,0,0,0,1,,vicks,21.233667,5,6.72,others,,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
569,B00I4QOBP2,cold,4.9,103,28.48,0.17205056179775283,0,0,0,0,0,0,,other,,0,,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,B001FWXKM2,cold,4.2,2360,22.35,0.18791946308724833,1,0,0,0,0,0,1.0,vicks,55.125,0,0.01,pg,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,B003L16M3Y,cold,4.7,435,10.45,0.4497607655502393,0,0,0,0,0,0,,other,,3,,others,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,B01IAI0A30,cold,4.7,147,34.59,0.13587742122000576,0,0,1,0,0,0,,zicam,96.0,2,4.27,dwight,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,B09NXDS8KF,cold,4.5,16642,44.31,0.1015572105619499,0,1,0,0,0,0,,vicks,,7,,pg,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,B0783Q72DL,cold,4.3,694,18.99,0.22643496577145866,0,0,0,0,0,1,60.0,other,20.25,0,4.0,others,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,B00JA4TNCI,cold,4.8,520,14.04,0.3418803418803419,1,0,0,0,0,0,6.0,alka-seltzer plus,,3,,alka,,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
588,B00028OMR2,cold,4.7,189,26.99,0.17413856984068174,0,0,0,0,0,0,,other,,0,3.2,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,B00OM3BD8Y,cold,4.7,209,17.41,0.269959793222286,0,1,0,0,0,0,6.0,alka-seltzer plus,,2,,alka,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
592,B000HLH9HY,cold,4.5,173,29.99,0.1500500166722241,0,0,0,0,0,0,,other,,0,,others,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,B084X5277W,cold,4.2,341,14.99,0.2801867911941294,0,0,0,0,0,0,,other,,0,2.79,others,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,B00BR6SXBO,cold,4.8,283,23.8,0.20168067226890754,1,0,0,0,0,1,,tylenol,,2,,jj,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
599,B000QSONSQ,cold,4.3,1425,16.99,0.25309005297233667,0,0,1,0,0,0,,other,4.8,0,1.5,others,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
607,B071JW2BR8,cold,4.6,501,7.9,0.5822784810126581,0,0,0,0,0,0,,other,,0,,others,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,B07F2CQD3R,cold,4.2,375,16.99,0.2472042377869335,0,0,0,0,0,0,,other,,0,,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,B00GXE3EX2,cold,4.5,124,30.45,0.1477832512315271,0,0,0,0,0,0,120.0,other,,0,,others,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,B00H4GPQC0,cold,4.7,698,12.99,0.36181678214010776,0,0,0,0,0,0,50.0,other,,2,,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,B01N9PXH0E,cold,4.7,485,26.0,0.18076923076923077,0,0,0,0,0,0,100.0,other,,0,,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,B0CC3TVQZZ,cold,4.4,620,11.49,0.38294168842471715,0,0,0,0,1,0,,other,,0,,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,B09RQ2N2RG,cold,4.4,170,9.99,0.44044044044044045,0,0,1,0,0,0,60.0,other,,2,,others,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,B096G9TZCT,cold,4.6,842,12.95,0.3552123552123552,0,0,0,0,1,0,300.0,healtha2z,,2,,allegiant,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,B014TKUK1K,cold,4.7,2589,36.66,0.12820512820512822,0,0,0,0,0,0,30.0,other,,0,,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,B07QF38Z3H,cold,4.8,495,25.41,0.18890200708382526,0,0,1,0,1,0,20.0,coricidin hbp,,3,,bayer,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,B00029F3HE,cold,4.5,556,35.0,0.12857142857142856,0,0,0,0,0,0,,other,,0,,others,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
644,B0C6NXP97K,cold,4.6,122,16.0,0.2875,0,0,0,1,1,0,,other,31.64524999999999,0,4.16,others,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,B017HVT1C2,cold,4.4,297,25.99,0.16929588303193538,0,0,1,0,0,0,,other,,1,,others,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,B00CBY90EK,cold,4.7,122,49.92,0.09415064102564102,0,0,0,0,0,0,,other,,0,,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,B07KPNSWRN,cold,4.1,304,20.0,0.205,0,1,0,0,0,0,,other,,2,,others,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
652,B0064FLT64,cold,4.8,543,9.99,0.4804804804804805,1,0,0,0,0,0,,other,,1,,others,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,B08LFJ8NTR,cold,4.7,451,19.14,0.24555903866248693,0,0,0,0,0,0,,chloraseptic,81.75168,1,0.01,prestige,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,B075C423WZ,cold,4.6,186,20.95,0.2195704057279236,0,0,1,0,0,0,,other,31.25,6,7.83,others,,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,B000GCHOO2,cold,4.6,323,9.99,0.4604604604604604,0,0,0,0,0,0,,other,,1,,others,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
662,B00016WRZO,cold,4.7,859,6.66,0.7057057057057057,0,0,0,0,0,0,1.0,other,1.5876,0,0.5,others,,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,B01MY5JPOZ,cold,4.7,1200,13.99,0.33595425303788423,1,0,0,0,0,0,,other,,0,1.45,perrigo,Israel,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,B00FYCY1PE,cold,4.7,278,17.0,0.27647058823529413,0,0,0,0,1,0,6.0,boiron,11.578125,0,0.16,boiron,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,B0041S7QIG,cold,4.7,124,12.75,0.3686274509803922,0,0,0,0,0,1,1.0,other,61.162984,0,0.01,others,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,B00065KDAG,cold,4.5,4435,25.49,0.17653981953707337,0,1,0,0,0,0,60.0,other,15.52,0,0.05,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,B09PZWQGNZ,cold,4.3,157,15.25,0.2819672131147541,0,0,1,0,0,0,,other,13.015625,0,1.5,others,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
695,B085JMYQ5W,cold,3.6,247,21.95,0.16400911161731208,0,0,1,0,0,0,,other,2.25,2,1.76,others,,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,B075SGZW4S,cold,4.5,206,16.89,0.2664298401420959,0,0,0,0,0,0,,other,,0,,others,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,B003TJ6Q4S,cold,4.0,976,44.59,0.08970621215519174,0,0,0,0,0,0,1.0,other,192.375,0,24.0,others,China,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,B091P8M4QM,cold,4.4,432,9.95,0.442211055276382,0,0,1,1,1,0,60.0,other,9.72,0,,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
710,B0153LGKN6,cold,4.4,526,34.0,0.12941176470588237,0,0,1,0,0,0,20.0,other,284.4375,0,3.73,others,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,B005ZHXY10,cold,4.6,428,16.99,0.2707474985285462,0,0,0,0,0,0,120.0,other,,0,,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,B07L47JQ9C,cold,4.7,449,25.89,0.18153727307840867,0,0,0,0,0,0,,zicam,37.125,4,2.89,dwight,,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,B00028M8NC,cold,4.7,158,34.99,0.1343240925978851,0,0,0,0,0,0,,other,,0,,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,B000GCHSRK,cold,4.5,143,9.75,0.46153846153846156,0,0,0,0,0,0,,chloraseptic,8.0,2,7.2,prestige,,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,B08F2NZR4J,cold,4.4,595,66.0,0.06666666666666667,0,0,1,0,0,0,20.0,other,12.0,0,,others,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,B004UNSQN6,cold,4.4,1720,19.99,0.2201100550275138,0,0,0,0,0,1,,other,208.60944,0,35.2,others,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,B079S9XGZB,cold,4.8,399,21.95,0.21867881548974943,0,0,0,0,0,1,1.0,other,,0,4.16,others,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,B00076WYVU,cold,4.1,168,14.0,0.2928571428571428,0,0,0,0,0,0,,other,,0,1.0,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
735,B0CGXZGFZZ,cold,4.5,14132,27.95,0.16100178890876565,0,0,0,0,0,0,,vicks,,0,,others,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,B001JTHA04,cold,4.6,231,25.49,0.1804629266378972,0,0,0,0,0,0,,other,18.081,0,1.13,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,B00E4QZOJI,cold,4.2,224,20.0,0.21000000000000002,0,0,0,0,0,0,,other,,0,,others,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
745,B00P89KF2G,cold,4.4,166,25.3,0.1739130434782609,0,0,0,0,0,0,,other,17.5,0,0.25,others,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,B07GSPHMQT,cold,4.6,375,19.99,0.23011505752876438,1,0,0,0,0,0,6.0,other,,0,0.8,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,B087QTL1QN,cold,4.8,1587,21.99,0.21828103683492497,1,1,1,0,0,0,20.0,alka-seltzer plus,16.499956,0,2.83,alka,,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
751,B018MYDCCS,cold,4.7,102,47.45,0.09905163329820864,0,0,0,0,1,0,50.0,advil,,2,,pfizer,,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,B081S24JZG,cold,4.7,330,38.99,0.12054372916132342,1,1,0,0,0,0,20.0,mucinex,10.235925,3,1.28,rb,,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
755,B0BVR176QY,cold,4.7,2035,27.68,0.1697976878612717,0,0,0,0,0,0,20.0,mucinex,,1,,rb,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
756,B00LLI1TGO,cold,4.9,742,57.96,0.08454106280193237,0,0,0,0,0,0,30.0,other,,0,,boiron,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,B099W6DDNC,cold,3.8,305,49.99,0.07601520304060812,0,0,0,0,0,1,1.0,other,,0,9.14,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,B09BFYY2DF,cold,4.6,122,12.99,0.3541185527328714,1,0,0,0,1,0,,cold-eeze,9.275325,0,1.12,mylan,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,B076B317QR,cold,4.6,191,24.99,0.1840736294517807,0,0,0,0,1,1,15.0,other,144.0,3,20.8,others,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,B0018NI0GY,cold,4.5,161,27.19,0.16550202280250093,0,0,0,0,0,0,,other,,0,16.0,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
775,B09YGDHN77,cold,4.7,512,42.99,0.10932775063968364,1,1,0,1,0,0,150.0,other,,0,,others,,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
